headerdatestamp|headeridentifier|headersetSpec|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1#text|metadata.mods.note.1@displayLabel|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.subject.0topic|metadata.mods.subject.1geographic|metadata.mods.subject.1topic|metadata.mods.subject.2geographic|metadata.mods.subject.2topic|metadata.mods.subject.3geographic|metadata.mods.subject.3topic|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7geographic|metadata.mods.subject.7topic|metadata.mods.subject.8geographic|metadata.mods.subject.8topic|metadata.mods.subject.9geographic|metadata.mods.subject.9topic|metadata.mods.subjecttopic|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsaccessCondition|metadata.modstypeOfResource
2019-11-19T04:01:56Z|webster_1082|webster|image|dct|0012_002333_000257_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1082|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1082/datastream/TN/view|preview|creator|text|Herbert M. Webster|#54: Little Pigeon from bridge leading to Chimney Top Trail|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 June 10|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Little Pigeon River|    |Chimney Tops Trail|Little Pigeon River|    |Chimney Tops Trail|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Little Pigeon from bridge leading to Chimney Top Trail|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1494|webster|image|dct|0012_002333_000750_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1494|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1494/datastream/TN/view|preview|creator|text|Herbert M. Webster|#466: Behind a frozen curtain. This picture was snapped by Harvey Broome on hike down Roaring Fork. All falls were frozen. We made entrance behind this fall thru hole at lower right of picture|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 February 4|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Waterfalls|    |Roaring Fork|    |Harvey Broome|Roaring Fork|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Behind a frozen curtain. This picture was snapped by Harvey Broome on hike down Roaring Fork. All falls were frozen. We made entrance behind this fall thru hole at lower right of picture|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1185|webster|image|dct|0012_002333_000406_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1185|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1185/datastream/TN/view|preview|creator|text|Herbert M. Webster|#182: Down Roaring Fork Waterfall. Harriet Fowlkes, Harvey Broome, Dutch Roth, Roy Beach, Sonny Morris, Herb Webster|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 February 4|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Waterfalls|    |Roaring Fork|    |Harriett Faulkes|    |Harvey Broome|    |Albert Gordon (Dutch) Roth|    |Roy Beach|    |Sonny Morris|    |Herbert Webster|Roaring Fork|    |    |    |    |Down Roaring Fork Waterfall. Harriet Fowlkes, Harvey Broome, Dutch Roth, Roy Beach, Sonny Morris, Herb Webster|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1472|webster|image|dct|0012_002333_000726_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1472|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1472/datastream/TN/view|preview|creator|text|Herbert M. Webster|#446: CCC Camp near Mt. Sterling P. O. (Walnut Bottoms). Labor Day Trip to White Rock & Mt. Sterling|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 September 2|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Civilian Conservation Corps|    |Structures|    |Big Creek|Big Creek|    |    |    |    |    |    |    |    |    |    |    |    |    |    |CCC Camp near Mt. Sterling P. O. (Walnut Bottoms). Labor Day Trip to White Rock & Mt. Sterling|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1121|webster|image|dct|0012_002333_000333_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1121|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1121/datastream/TN/view|preview|creator|text|Herbert M. Webster|#119: Thunderhead from Silers?|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Grassy balds|    |Appalachian Trail|    |Thunderhead Mountain|    |Silers Bald|Thunderhead Mountain|    |Silers Bald|    |    |    |    |    |    |    |    |    |    |Thunderhead from Silers?|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1429|webster|image|dct|0012_002333_000671_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1429|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1429/datastream/TN/view|preview|creator|text|Herbert M. Webster|#407: Mildred gets a hand in crossing stream in Tellico Area as Sonny Morris reaches for his camera, just in case|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Tellico|    |Mildred Webster|    |Sonny Morris|Tellico|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Mildred gets a hand in crossing stream in Tellico Area as Sonny Morris reaches for his camera, just in case|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1178|webster|image|dct|0012_002333_000398_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1178|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1178/datastream/TN/view|preview|creator|text|Herbert M. Webster|#175: A Cabin in the Greenbrier|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Cabins|    |Structures|    |Greenbrier Cove|Greenbrier Cove|    |    |    |    |    |    |    |    |    |    |    |    |    |    |A Cabin in the Greenbrier|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1419|webster|image|dct|0012_002333_000661_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1419|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1419/datastream/TN/view|preview|creator|text|Herbert M. Webster|#401: Thunderhead from Dry Valley Road|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1935 April 4|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Rich Mountain Road|    |Roads|    |Thunderhead Mountain|Thunderhead Mountain|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Thunderhead from Dry Valley Road|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1313|webster|image|dct|0012_002333_000548_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1313|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1313/datastream/TN/view|preview|creator|text|Herbert M. Webster|#293: Fairy Land. Snow Trip to Leconte|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1936 December 20|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Alum Cave Trail|    |Mount Le Conte|Mount Le Conte|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Fairy Land. Snow Trip to Leconte|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1088|webster|image|dct|0012_002333_000297_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1088|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1088/datastream/TN/view|preview|creator|text|Herbert M. Webster|#86: Hikers on Trail to Grandfather. Special|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Grandfather Mountain|Grandfather Mountain|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Hikers on Trail to Grandfather. Special|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1191|webster|image|dct|0012_002333_000413_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1191|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1191/datastream/TN/view|preview|creator|text|Herbert M. Webster|#188: Trail to Hangover|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Hiking|    |Grassy balds|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Trail to Hangover|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1177|webster|image|dct|0012_002333_000397_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1177|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1177/datastream/TN/view|preview|creator|text|Herbert M. Webster|#174: Dutch [Roth] in the Lead. Between Low Gap & White Rock|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Appalachain Trail|    |Low Gap|    |White Rock|    |Mount Crammerer|    |Albert Gordon (Dutch) Roth|Low Gap|    |White Rock|    |Mount Crammerer|    |    |    |    |    |    |Dutch [Roth] in the Lead. Between Low Gap & White Rock|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1065|webster|image|dct|0012_002333_000284_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1065|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1065/datastream/TN/view|preview|creator|text|Herbert M. Webster|#76: Shy Wood Creatures [Harvey Broome, Dutch Roth, and Tom Brightwell]. State line near Low Gap (near White Rock)|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 August 3|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Hiking|    |Appalachian Trail|    |Harvey Broome|    |Albert Gordon (Dutch) Roth|    |Tom Brightwell|Appalachian Trail|    |    |    |    |    |    |    |    |    |    |Shy Wood Creatures [Harvey Broome, Dutch Roth, and Tom Brightwell]. State line near Low Gap (near White Rock)|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1393|webster|image|dct|0012_002333_000631_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1393|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1393/datastream/TN/view|preview|creator|text|Herbert M. Webster|#374: Cabin at the Fittified Spring|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Cabins|    |Structures|    |Brushy Mountain Trail|    |Fittified Spring|    |Porters Flat|Fittified Spring|    |Porters Flat|    |    |    |    |    |    |    |    |Cabin at the Fittified Spring|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1257|webster|image|dct|0012_002333_000490_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1257|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1257/datastream/TN/view|preview|creator|text|Herbert M. Webster|#248: Trickling Falls on Road Prong|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1936 March 22|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Waterfalls|    |Road Prong Trail|    |Road Prong|    |Trickling Falls|Road Prong|    |Trickling Falls|    |    |    |    |    |    |    |    |    |    |Trickling Falls on Road Prong|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1468|webster|image|dct|0012_002333_000722_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1468|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1468/datastream/TN/view|preview|creator|text|Herbert M. Webster|#442: Bullhead from trail to Chimneys|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 June 10|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Chimney Tops Trail|    |Bullhead|Bullhead|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Bullhead from trail to Chimneys|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1154|webster|image|dct|0012_002333_000371_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1154|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1154/datastream/TN/view|preview|creator|text|Herbert M. Webster|#150: Tom [Brightwell] & his shirt full of apples. Vacation Camp at Greenbrier|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Camping|    |Greenbrier Cove|    |Tom Brightwell|Greenbrier Cove|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Tom [Brightwell] & his shirt full of apples. Vacation Camp at Greenbrier|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1087|webster|image|dct|0012_002333_000296_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1087|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1087/datastream/TN/view|preview|creator|text|Herbert M. Webster|#85: Cades Cove from Silers?|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Grassy balds|    |Cades Cove|    |Gregory Bald|Cades Cove|    |Gregory Bald|    |    |    |    |    |    |    |    |    |    |    |    |Cades Cove from Silers?|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1307|webster|image|dct|0012_002333_000542_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1307|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1307/datastream/TN/view|preview|creator|text|Herbert M. Webster|#289: Snow trip to Leconte|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1936 December 20|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Alum Cave Trail|    |Mount Le Conte|Mount Le Conte|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Snow trip to Leconte|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1048|webster|image|dct|0012_002333_000227_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1048|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1048/datastream/TN/view|preview|creator|text|Herbert M. Webster|#25: Three Forks|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Structures|    |Cabins|    |Three Forks|Three Forks|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Three Forks|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1226|webster|image|dct|0012_002333_000455_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1226|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1226/datastream/TN/view|preview|creator|text|Herbert M. Webster|#222: Siler's Bald from tower on Blanket Mtn. (background)|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Fire towers|    |Structures|    |Silers Bald|    |Blanket Mountain|    |Dripping Springs Mountain|Silers Bald|    |Blanket Mountain|    |Dripping Springs Mountain|    |    |    |    |    |    |Siler's Bald from tower on Blanket Mtn. (background)|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1274|webster|image|dct|0012_002333_000508_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1274|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1274/datastream/TN/view|preview|creator|text|Herbert M. Webster|#258: Trillium|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Trillium|    |Greenbrier Cove|Greenbrier Cove|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Trillium|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1436|webster|image|dct|0012_002333_000678_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1436|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1436/datastream/TN/view|preview|creator|text|Herbert M. Webster|#414: Ramsey Cascades. Very Special|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Waterfalls|    |Ramsey Cascades|Ramsey Cascades|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Ramsey Cascades. Very Special|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1022|webster|image|dct|0012_002333_000261_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1022|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1022/datastream/TN/view|preview|creator|text|Herbert M. Webster|#57: Dutch [Roth] in Lead. Between Low Gap & White Rock|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Hiking|    |Appalachian Trail|    |White Rock|    |Low Gap|    |Mount Cammerer|    |Dutch Roth|White Rock|    |Low Gap|    |Mount Cammerer|    |    |    |    |Dutch [Roth] in Lead. Between Low Gap & White Rock|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
